index	Mots écrits	_id	Pictogramme	Catégories	Conjugaison	schematic	sex	violence	aac	aacColor	skin	hair	downloads
gorilles	gorilles	2410	2410.png	herbivorous,mammal,viviparous,terrestrial animal,wild animal	0	False	False	False	False	False	False	False	0
gosses	gosses	31462,31462,36560,36560	31462.png,31462.png,36560.png,36560.png	group,child:group,child:group,child:group,child	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	True,True,True,True	True,True,True,True	0,0,0,0
gouaches	gouaches	35793,35793	35793.png,35793.png	educational material:educational material	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
gouffre	gouffre	38005	38005.png	landform	0	True	False	False	False	False	True	False	0
gouffres	gouffres	38005	38005.png	landform	0	True	False	False	False	False	True	False	0
goupilles	goupilles	5600,5600	5600.png,5600.png	carpentry:carpentry	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
goupillon de biberon	goupillon de biberon	36825	36825.png	cleaning product	0	False	False	False	False	False	False	False	0
goupillons de biberon	goupillons de biberon	36825	36825.png	cleaning product	0	False	False	False	False	False	False	False	0
gourami	gourami	34425,38340,38341	34425.png,38340.png,38341.png	carnivorous,fish-animal,oviparous,river animal:fish-animal,herbivorous,oviparous,river animal,fishing:fish-animal,omnivorous,oviparous,river animal,wild animal	0,0,0	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,True,False	False,False,False	0,0,0
gourami embrasseur	gourami embrasseur	38341	38341.png	fish-animal,omnivorous,oviparous,river animal,wild animal	0	False	False	False	False	False	False	False	0
gourami géant	gourami géant	38340	38340.png	fish-animal,herbivorous,oviparous,river animal,fishing	0	False	False	False	False	False	True	False	0
gouramis	gouramis	34425,38340,38341	34425.png,38340.png,38341.png	carnivorous,fish-animal,oviparous,river animal:fish-animal,herbivorous,oviparous,river animal,fishing:fish-animal,omnivorous,oviparous,river animal,wild animal	0,0,0	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,True,False	False,False,False	0,0,0
gouramis embrasseurs	gouramis embrasseurs	38341	38341.png	fish-animal,omnivorous,oviparous,river animal,wild animal	0	False	False	False	False	False	False	False	0
gouramis géants	gouramis géants	38340	38340.png	fish-animal,herbivorous,oviparous,river animal,fishing	0	False	False	False	False	False	True	False	0
gourde	gourde	4587,5401,38604	4587.png,5401.png,38604.png	container,beverage,mountain:container,beverage:container,utensil	0,0,0	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	0,0,0
gourdes	gourdes	4587,5401,38604	4587.png,5401.png,38604.png	container,beverage,mountain:container,beverage:container,utensil	0,0,0	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	0,0,0
gourmand	gourmand	8127,31971,37789	8127.png,31971.png,37789.png	qualifying adjective,feeding:qualifying adjective,feeding:qualifying adjective,unhealthy habit	0,0,0	False,False,True	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	False,True,False	0,0,0
gourmande	gourmande	11955	11955.png	qualifying adjective,feeding	0	False	False	False	False	False	True	True	0
gourmands	gourmands	37789	37789.png	qualifying adjective,unhealthy habit	0	True	False	False	False	False	True	False	0
gousse	gousse	34084	34084.png	vegetable	0	False	False	False	False	False	False	False	0
gousse d'ail	gousse d'ail	2641,34084	2641.png,34084.png	:vegetable	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
gousses	gousses	34084,34086,34086	34084.png,34086.png,34086.png	vegetable:vegetable:vegetable	0,0,0	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	0,0,0
gousses d'ail	gousses d'ail	2641,34084,34086,34086	2641.png,34084.png,34086.png,34086.png	:vegetable:vegetable:vegetable	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	0,0,0,0
gouter	gouter	7160,28205,28206,28207,28835	7160.png,28205.png,28206.png,28207.png,28835.png	verb,event,feeding:verb,event,feeding:verb,event,feeding:verb,event,feeding:verb,event,feeding	1,1,1,1,1	True,True,False,False,False	False,False,False,False,False	False,False,False,False,False	False,False,False,False,False	False,False,False,False,False	True,True,True,True,True	False,False,True,True,True	0,0,0,0,0
gouters	gouters	7160,28205,28206,28207,28835	7160.png,28205.png,28206.png,28207.png,28835.png	verb,event,feeding:verb,event,feeding:verb,event,feeding:verb,event,feeding:verb,event,feeding	1,1,1,1,1	True,True,False,False,False	False,False,False,False,False	False,False,False,False,False	False,False,False,False,False	False,False,False,False,False	True,True,True,True,True	False,False,True,True,True	0,0,0,0,0
goutte	goutte	8592	8592.png	chemistry	0	False	False	False	False	False	False	False	0
goutte d'eau	goutte d'eau	8592	8592.png	chemistry	0	False	False	False	False	False	False	False	0
gouttes	gouttes	8592,25137	8592.png,25137.png	chemistry:chemistry	0,0	False,True	False,False	False,False	False,False	False,False	False,False	False,False	0,0
gouttes d'eau	gouttes d'eau	8592,24605,25137	8592.png,24605.png,25137.png	chemistry:chemistry:chemistry	0,0,0	False,True,True	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	0,0,0
gouttes oculaires	gouttes oculaires	26757,26757	26757.png,26757.png	medicament:medicament	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
gouttes pour les yeux	gouttes pour les yeux	26757,26757	26757.png,26757.png	medicament:medicament	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
gouttière	gouttière	10254	10254.png	building facility,construction	0	False	False	False	False	False	False	False	0
gouttière de boccia	gouttière de boccia	36189	36189.png	adapted sport,sport material	0	False	False	False	False	False	False	False	0
gouttières	gouttières	10254	10254.png	building facility,construction	0	False	False	False	False	False	False	False	0
gouttières de boccia	gouttières de boccia	36189	36189.png	adapted sport,sport material	0	False	False	False	False	False	False	False	0
goutttes	goutttes	24605	24605.png	chemistry	0	True	False	False	False	False	False	False	0
gouvernail	gouvernail	33056	33056.png	vehicle component,water transport	0	True	False	False	False	False	False	False	0
gouvernails	gouvernails	33056	33056.png	vehicle component,water transport	0	True	False	False	False	False	False	False	0
gouvernant	gouvernant	32980	32980.png	professional,hospitality industry	0	False	False	False	False	False	True	True	0
gouvernante	gouvernante	32978	32978.png	professional,hospitality industry	0	False	False	False	False	False	True	True	0
gouvernantes	gouvernantes	32978	32978.png	professional,hospitality industry	0	False	False	False	False	False	True	True	0
gouvernants	gouvernants	32980	32980.png	professional,hospitality industry	0	False	False	False	False	False	True	True	0
gouvernement	gouvernement	21906	21906.png	group,political representation	0	False	False	False	False	False	True	True	0
goya	goya	15493	15493.png	historical character,painting	0	False	False	False	False	False	False	False	0
goûter	goûter	4694,4695,37841	4694.png,4695.png,37841.png	verb,event,feeding:event,feeding,core vocabulary-time:event,feeding,healthy habit,core vocabulary-feeding	1,0,0	False,False,False	False,False,False	False,False,False	False,True,False	False,False,False	True,True,False	True,False,False	0,0,0
goûters	goûters	4694,4695,37841	4694.png,4695.png,37841.png	verb,event,feeding:event,feeding,core vocabulary-time:event,feeding,healthy habit,core vocabulary-feeding	1,0,0	False,False,False	False,False,False	False,False,False	False,True,False	False,False,False	True,True,False	True,False,False	0,0,0
goûteux	goûteux	32340,32340	32340.png,32340.png	qualifying adjective,taste:qualifying adjective,taste	0,0	True,True	False,False	False,False	False,False	False,False	True,True	False,False	0,0
gps	gps	9154	9154.png	hardware,movement	0	False	False	False	False	False	False	False	0
gradins	gradins	24787	24787.png	sports facility	0	True	False	False	False	False	False	False	0
graffer	graffer	38127	38127.png	verb,painting,urban area	1	True	False	False	False	False	True	False	0
graffeur	graffeur	25139	25139.png	visual artist,professional artist,painting	0	False	False	False	False	False	True	True	0
graffeurs	graffeurs	25139	25139.png	visual artist,professional artist,painting	0	False	False	False	False	False	True	True	0
graffiti	graffiti	25143	25143.png	painting,urban area	0	False	False	False	False	False	False	False	0
graffitis	graffitis	25143	25143.png	painting,urban area	0	False	False	False	False	False	False	False	0
graine	graine	8689	8689.png	plant physiology,plant anatomy	0	False	False	False	False	False	False	False	0
graine de tournesol	graine de tournesol	8321	8321.png	dried fruit	0	False	False	False	False	False	False	False	0
graines	graines	8689	8689.png	plant physiology,plant anatomy	0	False	False	False	False	False	False	False	0
graines de chia	graines de chia	38526,38526	38526.png,38526.png	herbaceous plant,plant-based food:herbaceous plant,plant-based food	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
graines de courge	graines de courge	8669	8669.png	dried fruit	0	False	False	False	False	False	False	False	0
graines de lupin	graines de lupin	38359,38359	38359.png,38359.png	legume:legume	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
graines de soja	graines de soja	26447,26447	26447.png,26447.png	legume:legume	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
graines de tournesol	graines de tournesol	8321	8321.png	dried fruit	0	False	False	False	False	False	False	False	0
graines de tournesols	graines de tournesols	3371,3371	3371.png,3371.png	dried fruit:dried fruit	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
graines germées	graines germées	38523,38523	38523.png,38523.png	vegetable:vegetable	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
graines germées de luzerne	graines germées de luzerne	38523,38523	38523.png,38523.png	vegetable:vegetable	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
grains	grains	35145,35145	35145.png,35145.png	fruit:fruit	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
grains de poivre	grains de poivre	25331,25331	25331.png,25331.png	spices:spices	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
graisse	graisse	26110	26110.png	biology	0	False	False	False	False	False	True	False	0
graisses	graisses	26110	26110.png	biology	0	False	False	False	False	False	True	False	0
graminée	graminée	37114	37114.png	herbaceous plant	0	False	False	False	False	False	False	False	0
graminées	graminées	37114	37114.png	herbaceous plant	0	False	False	False	False	False	False	False	0
gramophone	gramophone	10323	10323.png	music device	0	False	False	False	False	False	False	False	0
gramophones	gramophones	10323	10323.png	music device	0	False	False	False	False	False	False	False	0
grana	grana	32741	32741.png	plant anatomy	0	False	False	False	False	False	False	False	0
grand	grand	4557,4658,4675,25782	4557.png,4658.png,4675.png,25782.png	qualifying adjective,physical features:qualifying adjective,size,core vocabulary-communication,core vocabulary-object:qualifying adjective:qualifying adjective,basic concepts,core vocabulary-communication,core vocabulary-knowledge	0,0,0,0	False,True,False,True	False,False,False,False	False,False,False,False	False,True,False,True	False,False,False,False	True,False,False,True	True,False,False,False	0,0,0,0
grand cochonnet	grand cochonnet	5954	5954.png	tale character	0	False	False	False	False	False	False	False	0
grand huit	grand huit	4699	4699.png	recreational facility,entertainment facility	0	False	False	False	False	False	False	False	0
grand méchant loup	grand méchant loup	6140,36608	6140.png,36608.png	tale character:tale character	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
grand tétras	grand tétras	29690	29690.png	herbivorous,bird,oviparous,terrestrial animal,wild animal	0	False	False	False	False	False	False	False	0
grand-mère	grand-mère	2243,10194,23709,23710	2243.png,10194.png,23709.png,23710.png	elderly,family:elderly,family:elderly,family:elderly,family,core vocabulary-living being	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,True	False,False,False,True	True,True,True,True	True,True,True,True	0,0,0,0
grand-père	grand-père	2244,4560,23718,23717	2244.png,4560.png,23718.png,23717.png	elderly,family:elderly,family:elderly,family,core vocabulary-living being:elderly,family	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,True,False	False,False,True,False	True,True,True,True	True,True,True,True	0,0,0,0
grande	grande	10193	10193.png	qualifying adjective,physical features	0	False	False	False	False	False	True	True	0
grande canarie	grande canarie	24477	24477.png	spain province	0	False	False	False	False	False	False	False	0
grande personne	grande personne	6886	6886.png	qualifying adjective,adult	0	False	False	False	False	False	True	True	0
grande pyramide	grande pyramide	8190	8190.png	monument,egypt,archaeology	0	False	False	False	False	False	False	False	0
grande roue	grande roue	4704	4704.png	recreational facility,entertainment facility	0	False	False	False	False	False	False	False	0
grande-bretagne	grande-bretagne	8206	8206.png	flag,country	0	False	False	False	False	False	False	False	0
grandes personnes	grandes personnes	6886,6887,6887	6886.png,6887.png,6887.png	qualifying adjective,adult:adult:adult	0,0,0	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	True,True,True	0,0,0
grandes roues	grandes roues	4704	4704.png	recreational facility,entertainment facility	0	False	False	False	False	False	False	False	0
grandir	grandir	7002,11683,16625,23991,37755	7002.png,11683.png,16625.png,23991.png,37755.png	verb,physiology:verb,physiology:verb,physiology:verb,plant physiology:verb,physiology	1,1,1,1,1	False,False,True,False,False	False,False,False,False,False	False,False,False,False,False	False,False,False,False,False	False,False,False,False,False	True,True,True,False,True	True,True,False,False,True	0,0,0,0,0
grands	grands	4557,4658,4675	4557.png,4658.png,4675.png	qualifying adjective,physical features:qualifying adjective,size,core vocabulary-communication,core vocabulary-object:qualifying adjective	0,0,0	False,True,False	False,False,False	False,False,False	False,True,False	False,False,False	True,False,False	True,False,False	0,0,0
grands huit	grands huit	4699	4699.png	recreational facility,entertainment facility	0	False	False	False	False	False	False	False	0
grands tétras	grands tétras	29690	29690.png	herbivorous,bird,oviparous,terrestrial animal,wild animal	0	False	False	False	False	False	False	False	0
grands-mères	grands-mères	2243,10194,23709,23710	2243.png,10194.png,23709.png,23710.png	elderly,family:elderly,family:elderly,family:elderly,family,core vocabulary-living being	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,True	False,False,False,True	True,True,True,True	True,True,True,True	0,0,0,0
grands-parents	grands-parents	6876,30482	6876.png,30482.png	elderly,family:elderly,family	0,0	False,False	False,False	False,False	False,False	False,False	True,True	True,True	0,0
grands-pères	grands-pères	2244,4560,23718,23717	2244.png,4560.png,23718.png,23717.png	elderly,family:elderly,family:elderly,family,core vocabulary-living being:elderly,family	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,True,False	False,False,True,False	True,True,True,True	True,True,True,True	0,0,0,0
grange	grange	27810	27810.png	room	0	True	False	False	False	False	False	False	0
granges	granges	27810	27810.png	room	0	True	False	False	False	False	False	False	0
granité	granité	38470	38470.png	beverage	0	True	False	False	False	False	False	False	0
granités	granités	38470	38470.png	beverage	0	True	False	False	False	False	False	False	0
granum	granum	32741	32741.png	plant anatomy	0	False	False	False	False	False	False	False	0
grapher	grapher	38127	38127.png	verb,painting,urban area	1	True	False	False	False	False	True	False	0
graphique	graphique	9174	9174.png	mathematics	0	False	False	False	False	False	False	False	0
graphiques	graphiques	9174	9174.png	mathematics	0	False	False	False	False	False	False	False	0
graphiste	graphiste	37088	37088.png	professional,drawing	0	True	False	False	False	False	False	False	0
graphistes	graphistes	37088	37088.png	professional,drawing	0	True	False	False	False	False	False	False	0
grappe de raisin	grappe de raisin	3247	3247.png	fruit	0	False	False	False	False	False	False	False	0
grappes de raisin	grappes de raisin	3247	3247.png	fruit	0	False	False	False	False	False	False	False	0
gratis	gratis	11582,11699	11582.png,11699.png	qualifying adjective,trade:qualifying adjective,trade,money	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
gratitude	gratitude	37233	37233.png	human value	0	True	False	False	False	False	True	False	0
gratte-ciel	gratte-ciel	6199	6199.png	building	0	True	False	False	False	False	False	False	0
gratte-ciels	gratte-ciels	6199	6199.png	building	0	True	False	False	False	False	False	False	0
gratter	gratter	11356,36924,37315	11356.png,36924.png,37315.png	verb,symptom,body sensation:verb,visual art:verb	1,1,1	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	False,False,False	0,0,0
gratter une blessure	gratter une blessure	37856	37856.png	verb,disruptive behavior	1	False	False	False	False	False	True	False	0
gratter une croûte	gratter une croûte	37856	37856.png	verb,disruptive behavior	1	False	False	False	False	False	True	False	0
gratuit	gratuit	11582,11699	11582.png,11699.png	qualifying adjective,trade:qualifying adjective,trade,money	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
grave	grave	36449,37191	36449.png,37191.png	qualifying adjective,feeling:qualifying adjective,feeling	0,0	True,False	False,False	False,False	False,False	False,False	True,True	False,True	0,0
graver	graver	36924	36924.png	verb,visual art	1	False	False	False	False	False	True	False	0
graves	graves	36449,37191	36449.png,37191.png	qualifying adjective,feeling:qualifying adjective,feeling	0,0	True,False	False,False	False,False	False,False	False,False	True,True	False,True	0,0
gravure	gravure	36923	36923.png	visual art	0	False	False	False	False	False	False	False	0
gravures	gravures	36923	36923.png	visual art	0	False	False	False	False	False	False	False	0
grec	grec	36370	36370.png	subject,greece	0	True	False	False	False	False	False	False	0
grelot	grelot	5949	5949.png	percussion instrument,core vocabulary-knowledge	0	False	False	False	True	False	False	False	0
grelots	grelots	5949	5949.png	percussion instrument,core vocabulary-knowledge	0	False	False	False	True	False	False	False	0
grenade	grenade	8594,14686,26874,29733,37869	8594.png,14686.png,26874.png,29733.png,37869.png	fruit:spain province:flag,country:country:tree,agriculture	0,0,0,0,0	False,False,False,False,False	False,False,False,False,False	False,False,False,False,False	False,False,False,False,False	False,False,False,False,False	False,False,False,False,False	False,False,False,False,False	0,0,0,0,0
grenades	grenades	8594,37869	8594.png,37869.png	fruit:tree,agriculture	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
grenat	grenat	9095	9095.png	color	0	False	False	False	False	False	False	False	0
grenier	grenier	8047,25879,27810	8047.png,25879.png,27810.png	room:residential building:room	0,0,0	True,False,True	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	0,0,0
grenier à grains	grenier à grains	27810	27810.png	room	0	True	False	False	False	False	False	False	0
greniers	greniers	8047,25879,27810	8047.png,25879.png,27810.png	room:residential building:room	0,0,0	True,False,True	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	0,0,0
greniers à grains	greniers à grains	27810	27810.png	room	0	True	False	False	False	False	False	False	0
grenouille	grenouille	2543,3384,28473	2543.png,3384.png,28473.png	carnivorous,amphibian,river animal,terrestrial animal,oviparous:carnivorous,amphibian,oviparous,terrestrial animal,wild animal:carnivorous,amphibian,oviparous,river animal,terrestrial animal,core vocabulary-living being	0,0,0	False,False,False	False,False,False	False,False,False	False,False,True	False,False,False	False,False,False	False,False,False	0,0,0
grenouille flèche	grenouille flèche	38339	38339.png	amphibian,carnivorous,oviparous,river animal	0	False	False	False	False	False	False	False	0
grenouilles	grenouilles	2543,3384,28473	2543.png,3384.png,28473.png	carnivorous,amphibian,river animal,terrestrial animal,oviparous:carnivorous,amphibian,oviparous,terrestrial animal,wild animal:carnivorous,amphibian,oviparous,river animal,terrestrial animal,core vocabulary-living being	0,0,0	False,False,False	False,False,False	False,False,False	False,False,True	False,False,False	False,False,False	False,False,False	0,0,0
grenouilles flèches	grenouilles flèches	38339	38339.png	amphibian,carnivorous,oviparous,river animal	0	False	False	False	False	False	False	False	0
grenouillère	grenouillère	36840	36840.png	clothes	0	False	False	False	False	False	False	False	0
grenouillères	grenouillères	36840	36840.png	clothes	0	False	False	False	False	False	False	False	0
gressin	gressin	22133	22133.png	ultra-processed food	0	False	False	False	False	False	False	False	0
gressin aux graines de tournesol	gressin aux graines de tournesol	37881	37881.png	ultra-processed food	0	False	False	False	False	False	False	False	0
gressins	gressins	22133	22133.png	ultra-processed food	0	False	False	False	False	False	False	False	0
gressins aux graines de tournesol	gressins aux graines de tournesol	37881	37881.png	ultra-processed food	0	False	False	False	False	False	False	False	0
griffe	griffe	5477,27786,27787	5477.png,27786.png,27787.png	animal anatomy:animal anatomy:animal anatomy	0,0,0	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	0,0,0
griffer	griffer	15335,16441,34407	15335.png,16441.png,34407.png	verb,disruptive behavior:verb,disruptive behavior:verb,disruptive behavior	1,1,1	False,True,False	False,False,False	False,True,False	False,False,False	False,False,False	True,True,True	True,False,True	0,0,0
griffes	griffes	5477,27786,27787	5477.png,27786.png,27787.png	animal anatomy:animal anatomy:animal anatomy	0,0,0	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	0,0,0
griffes de dinosaure	griffes de dinosaure	34951,34951	34951.png,34951.png	dinosaur anatomy:dinosaur anatomy	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
griffure	griffure	15335,16441	15335.png,16441.png	verb,disruptive behavior:verb,disruptive behavior	1,1	False,True	False,False	False,True	False,False	False,False	True,True	True,False	0,0
griffures	griffures	15335,16441	15335.png,16441.png	verb,disruptive behavior:verb,disruptive behavior	1,1	False,True	False,False	False,True	False,False	False,False	True,True	True,False	0,0
grignoter	grignoter	26398	26398.png	animal physiology,verb	1	False	False	False	False	False	False	False	0
gril	gril	5393,36039	5393.png,36039.png	gastronomy:utensil	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
grill	grill	5811,35443	5811.png,35443.png	utensil,cookery:catering establishment,hospitality industry,meat	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
grille	grille	14546,22162	14546.png,22162.png	pattern:architectural element	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
grille d'égout	grille d'égout	17163,17163	17163.png,17163.png	street furniture:street furniture	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
grille-pain	grille-pain	2598	2598.png	electrical appliance,cookery	0	False	False	False	False	False	False	False	0
grille-pains	grille-pains	2598	2598.png	electrical appliance,cookery	0	False	False	False	False	False	False	False	0
griller	griller	10140,17330,35441	10140.png,17330.png,35441.png	verb,meat,cookery:verb,electrical appliance,cookery,usual verbs,core vocabulary-communication,core vocabulary-object,core vocabulary-feeding:verb,meat,cookery	1,1,1	False,False,True	False,False,False	False,False,False	False,True,False	False,False,False	False,True,False	False,False,False	0,0,0
grilles	grilles	14546,22162	14546.png,22162.png	pattern:architectural element	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
grillon	grillon	25147	25147.png	omnivorous,insect,oviparous,terrestrial animal,wild animal	0	True	False	False	False	False	False	False	0
grillons	grillons	25147	25147.png	omnivorous,insect,oviparous,terrestrial animal,wild animal	0	True	False	False	False	False	False	False	0
grills	grills	5811,35443	5811.png,35443.png	utensil,cookery:catering establishment,hospitality industry,meat	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
grils	grils	5393,36039	5393.png,36039.png	gastronomy:utensil	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
grimper	grimper	8226,8237,8236,26814,27741,29662,37262	8226.png,8237.png,8236.png,26814.png,27741.png,29662.png,37262.png	verb,physical exercise:verb,disruptive behavior:verb,disruptive behavior:verb,sport modality,mountain:verb,sport modality,mountain:verb,disruptive behavior:verb,physical exercise,playground	1,1,1,1,1,1,1	False,True,False,True,True,False,True	False,False,False,False,False,False,False	False,False,False,False,False,False,False	False,False,False,False,False,False,False	False,False,False,False,False,False,False	True,True,True,True,True,True,True	True,False,True,False,False,True,False	0,0,0,0,0,0,0
grimper sur la table	grimper sur la table	37158	37158.png	verb,disruptive behavior	1	True	False	True	False	False	True	False	0
grimper sur le tobbogan	grimper sur le tobbogan	35203	35203.png	verb,playground,education	1	True	False	False	False	False	True	False	0
grimpeur	grimpeur	3207,26813,27739,27741,35421	3207.png,26813.png,27739.png,27741.png,35421.png	athlete,mountain:athlete,mountain:athlete,mountain:verb,sport modality,mountain:athlete	0,0,0,1,0	False,False,False,True,False	False,False,False,False,False	False,False,False,False,False	False,False,False,False,False	False,False,False,False,False	True,True,True,True,True	False,True,True,False,True	0,0,0,0,0
grimpeurs	grimpeurs	3207,26813,27739,27741,35421	3207.png,26813.png,27739.png,27741.png,35421.png	athlete,mountain:athlete,mountain:athlete,mountain:verb,sport modality,mountain:athlete	0,0,0,1,0	False,False,False,True,False	False,False,False,False,False	False,False,False,False,False	False,False,False,False,False	False,False,False,False,False	True,True,True,True,True	False,True,True,False,True	0,0,0,0,0
grimpeuse	grimpeuse	3196,27740	3196.png,27740.png	athlete:athlete,mountain	0,0	False,False	False,False	False,False	False,False	False,False	True,True	True,True	0,0
grimpeuses	grimpeuses	3196,27740	3196.png,27740.png	athlete:athlete,mountain	0,0	False,False	False,False	False,False	False,False	False,False	True,True	True,True	0,0
grippe	grippe	5479,28749	5479.png,28749.png	disease:disease	0,0	False,False	False,False	False,False	False,False	False,False	True,True	True,True	0,0
grippes	grippes	5479,28749	5479.png,28749.png	disease:disease	0,0	False,False	False,False	False,False	False,False	False,False	True,True	True,True	0,0
gris	gris	3340	3340.png	color	0	False	False	False	False	False	False	False	0
grisonnant	grisonnant	8059	8059.png	qualifying adjective,physical features,hairdresser	0	False	False	False	False	False	False	False	0
groenland	groenland	26875	26875.png	flag,country	0	False	False	False	False	False	False	False	0
grogner	grogner	7121	7121.png	verb,onomatopoeia,animal behaviour	1	False	False	False	False	False	False	False	0
groin de cochon	groin de cochon	37591	37591.png	animal anatomy,meat	0	False	False	False	False	False	False	False	0
groins de cochon	groins de cochon	37591	37591.png	animal anatomy,meat	0	False	False	False	False	False	False	False	0
gronder	gronder	10175,30642,31188	10175.png,30642.png,31188.png	verb,disruptive behavior:verb,gender violence:verb	1,1,1	False,True,True	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	True,False,False	0,0,0
groom	groom	33038	33038.png	professional,hospitality industry	0	False	False	False	False	False	True	True	0
grooms	grooms	33038	33038.png	professional,hospitality industry	0	False	False	False	False	False	True	True	0
gros	gros	4656,4656,4658,4658,25133	4656.png,4656.png,4658.png,4658.png,25133.png	qualifying adjective,physical features:qualifying adjective,physical features:qualifying adjective,size,core vocabulary-communication,core vocabulary-object:qualifying adjective,size,core vocabulary-communication,core vocabulary-object:qualifying adjective,physical features,dietetics,core vocabulary-communication,core vocabulary-living being,core vocabulary-knowledge	0,0,0,0,0	False,False,True,True,True	False,False,False,False,False	False,False,False,False,False	False,False,True,True,True	False,False,False,False,False	True,True,False,False,True	True,True,False,False,False	0,0,0,0,0
grosse	grosse	10205	10205.png	qualifying adjective,physical features	0	False	False	False	False	False	True	True	0
grosse caisse	grosse caisse	34029	34029.png	percussion instrument	0	False	False	False	False	False	False	False	0
grosse crevette	grosse crevette	34010	34010.png	omnivorous,crustacean,oviparous,marine animal,fishing	0	True	False	False	False	False	False	False	0
grosse tête	grosse tête	36175	36175.png	fiestas del pilar,character	0	False	False	False	False	False	False	False	0
grosse tête de carnaval	grosse tête de carnaval	36175	36175.png	fiestas del pilar,character	0	False	False	False	False	False	False	False	0
grosse tête el azutero	grosse tête el azutero	36175	36175.png	fiestas del pilar,character	0	False	False	False	False	False	False	False	0
grosses caisse	grosses caisse	34029	34029.png	percussion instrument	0	False	False	False	False	False	False	False	0
grosses crevettes	grosses crevettes	34010	34010.png	omnivorous,crustacean,oviparous,marine animal,fishing	0	True	False	False	False	False	False	False	0
grosses têtes	grosses têtes	5416,36175	5416.png,36175.png	fiestas del pilar,character:fiestas del pilar,character	0,0	False,False	False,False	False,False	False,False	False,False	True,False	False,False	0,0
grosses têtes de carnaval	grosses têtes de carnaval	36175	36175.png	fiestas del pilar,character	0	False	False	False	False	False	False	False	0
grossesse	grossesse	11250	11250.png	human reproduction	0	False	False	False	False	False	True	False	0
grossesses	grossesses	11250	11250.png	human reproduction	0	False	False	False	False	False	True	False	0
grosseur	grosseur	32097	32097.png	symptom,gynecology	0	False	True	False	False	False	True	False	0
grosseurs	grosseurs	32097	32097.png	symptom,gynecology	0	False	True	False	False	False	True	False	0
grossier	grossier	4568	4568.png	qualifying adjective,texture	0	False	False	False	False	False	True	False	0
grossiers	grossiers	4568	4568.png	qualifying adjective,texture	0	False	False	False	False	False	True	False	0
