index	Mots écrits	_id	Pictogramme	Catégories	Conjugaison	schematic	sex	violence	aac	aacColor	skin	hair	downloads
grossir	grossir	7082,28247,37805	7082.png,28247.png,37805.png	verb,unhealthy habit,dietetics:verb,unhealthy habit,dietetics:verb,unhealthy habit,dietetics	1,1,1	False,False,True	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	True,True,False	0,0,0
grotte	grotte	2729	2729.png	landform,prehistory	0	False	False	False	False	False	False	False	0
grotte rupestre	grotte rupestre	11177	11177.png	prehistory,painting	0	False	False	False	False	False	False	False	0
grottes	grottes	2729	2729.png	landform,prehistory	0	False	False	False	False	False	False	False	0
grottes rupestres	grottes rupestres	11177	11177.png	prehistory,painting	0	False	False	False	False	False	False	False	0
groupe	groupe	7116,38444	7116.png,38444.png	group:group	0,0	False,True	False,False	False,False	False,False	False,False	True,True	True,False	0,0
groupe de communication	groupe de communication	37989	37989.png	aac implementation	0	True	False	False	False	False	True	False	0
groupe de musique	groupe de musique	23811	23811.png	group,musical art	0	False	False	False	False	False	True	True	0
groupe de pression	groupe de pression	15913	15913.png	building facility,construction	0	False	False	False	False	False	False	False	0
groupe parlementaire	groupe parlementaire	37544	37544.png	political representation	0	True	False	False	False	False	True	False	0
groupe électrogène	groupe électrogène	15917,15916	15917.png,15916.png	work machine:work machine	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
groupement d'infirmiers	groupement d'infirmiers	38264	38264.png	group,health personnel,sanitary professional,signaling system	0	False	False	False	False	False	True	True	0
groupements d'infirmiers	groupements d'infirmiers	38264	38264.png	group,health personnel,sanitary professional,signaling system	0	False	False	False	False	False	True	True	0
grouper	grouper	32769	32769.png	verb	1	True	False	False	False	False	False	False	0
groupes	groupes	7116,38444	7116.png,38444.png	group:group	0,0	False,True	False,False	False,False	False,False	False,False	True,True	True,False	0,0
groupes de communication	groupes de communication	37989	37989.png	aac implementation	0	True	False	False	False	False	True	False	0
groupes de musique	groupes de musique	23811	23811.png	group,musical art	0	False	False	False	False	False	True	True	0
groupes de pression	groupes de pression	15913	15913.png	building facility,construction	0	False	False	False	False	False	False	False	0
groupes parlementaires	groupes parlementaires	37544	37544.png	political representation	0	True	False	False	False	False	True	False	0
groupes électrogènes	groupes électrogènes	15917,15916	15917.png,15916.png	work machine:work machine	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
grs	grs	27109	27109.png	sport modality,rhythmic gymnastics	0	False	False	False	False	False	True	True	0
grue	grue	3341,17245	3341.png,17245.png	work machine,construction:omnivorous,bird,oviparous,flying animal,wild animal	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
grues	grues	3341,17245	3341.png,17245.png	work machine,construction:omnivorous,bird,oviparous,flying animal,wild animal	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
grèce	grèce	8130,28973	8130.png,28973.png	flag,country:country	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
grève	grève	19561	19561.png	work organization	0	True	False	False	False	False	False	False	0
grèves	grèves	19561	19561.png	work organization	0	True	False	False	False	False	False	False	0
grêle	grêle	3110	3110.png	atmospheric phenomena	0	False	False	False	False	False	False	False	0
grêler	grêler	35105	35105.png	verb,atmospheric phenomena	1	True	False	False	False	False	False	False	0
grêles	grêles	3110	3110.png	atmospheric phenomena	0	False	False	False	False	False	False	False	0
gsm	gsm	2586,2586	2586.png,2586.png	electrical appliance,mass media:electrical appliance,mass media	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
guadalajara	guadalajara	14765	14765.png	spain province	0	False	False	False	False	False	False	False	0
guatemala	guatemala	21916,29724	21916.png,29724.png	flag,country:country	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
guerre	guerre	12256	12256.png	war	0	False	False	False	False	False	False	False	0
guerre d'indépendance espagnole	guerre d'indépendance espagnole	36925	36925.png	early modern period,war	0	False	False	False	False	False	True	True	0
guerres	guerres	12256	12256.png	war	0	False	False	False	False	False	False	False	0
guerrier ibérique	guerrier ibérique	37121	37121.png	historical character,iberians,war	0	False	False	False	False	False	True	False	0
guerriers ibériques	guerriers ibériques	37121	37121.png	historical character,iberians,war	0	False	False	False	False	False	True	False	0
gui	gui	11309,11590	11309.png,11590.png	flower:flower,core vocabulary-living being	0,0	False,False	False,False	False,False	False,True	False,False	False,False	False,False	0,0
guichet	guichet	24793,34189	24793.png,34189.png	building room,cultural building,cinema,theater,signaling system:building room,cultural building,cinema,theater,signaling system	0,0	False,True	False,False	False,False	False,False	False,False	True,True	True,False	0,0
guichet automatique	guichet automatique	17190	17190.png	financial services	0	False	False	False	False	False	False	False	0
guichet d' accueil	guichet d' accueil	31328	31328.png	hospital room,signaling system	0	True	False	False	False	False	True	False	0
guichet d'information	guichet d'information	28347	28347.png	tourism	0	True	False	False	False	False	True	False	0
guichetier	guichetier	11381	11381.png	seller,show	0	False	False	False	False	False	True	True	0
guichetiers	guichetiers	11381	11381.png	seller,show	0	False	False	False	False	False	True	True	0
guichets	guichets	24793,34189	24793.png,34189.png	building room,cultural building,cinema,theater,signaling system:building room,cultural building,cinema,theater,signaling system	0,0	False,True	False,False	False,False	False,False	False,False	True,True	True,False	0,0
guichets automatiques	guichets automatiques	17190	17190.png	financial services	0	False	False	False	False	False	False	False	0
guichets d' accueil	guichets d' accueil	31328	31328.png	hospital room,signaling system	0	True	False	False	False	False	True	False	0
guichets d'information	guichets d'information	28347	28347.png	tourism	0	True	False	False	False	False	True	False	0
guide	guide	8356,8993,27822,27823,27821,30018,32661,34539,34540,38373	8356.png,8993.png,27822.png,27823.png,27821.png,30018.png,32661.png,34539.png,34540.png,38373.png	information document,tourism:professional,tourism:special education:special education:special education:information document,cultural building:miscellaneous:professional,tourism:professional,tourism:information document,tourism,culture	0,0,0,0,0,0,0,0,0,0	False,False,False,True,False,False,True,False,False,True	False,False,False,False,False,False,False,False,False,False	False,False,False,False,False,False,False,False,False,False	False,False,False,False,False,False,False,False,False,False	False,False,False,False,False,False,False,False,False,False	False,True,True,True,True,False,True,True,True,True	False,True,True,False,True,False,False,True,True,False	0,0,0,0,0,0,0,0,0,0
guide de voyage	guide de voyage	8356	8356.png	information document,tourism	0	False	False	False	False	False	False	False	0
guide nature	guide nature	36926	36926.png	information document,environmental science	0	False	False	False	False	False	False	False	0
guide touristique	guide touristique	8356	8356.png	information document,tourism	0	False	False	False	False	False	False	False	0
guider	guider	8994	8994.png	verb,road safety	1	True	False	False	False	False	True	False	0
guides	guides	8356,8993,27822,27823,27821,30018,32661,34539,34540,38373	8356.png,8993.png,27822.png,27823.png,27821.png,30018.png,32661.png,34539.png,34540.png,38373.png	information document,tourism:professional,tourism:special education:special education:special education:information document,cultural building:miscellaneous:professional,tourism:professional,tourism:information document,tourism,culture	0,0,0,0,0,0,0,0,0,0	False,False,False,True,False,False,True,False,False,True	False,False,False,False,False,False,False,False,False,False	False,False,False,False,False,False,False,False,False,False	False,False,False,False,False,False,False,False,False,False	False,False,False,False,False,False,False,False,False,False	False,True,True,True,True,False,True,True,True,True	False,True,True,False,True,False,False,True,True,False	0,0,0,0,0,0,0,0,0,0
guides de voyage	guides de voyage	8356	8356.png	information document,tourism	0	False	False	False	False	False	False	False	0
guides nature	guides nature	36926	36926.png	information document,environmental science	0	False	False	False	False	False	False	False	0
guides touristiques	guides touristiques	8356	8356.png	information document,tourism	0	False	False	False	False	False	False	False	0
guidon	guidon	6145	6145.png	vehicle component,land transport,cycling	0	False	False	False	False	False	False	False	0
guidons	guidons	6145	6145.png	vehicle component,land transport,cycling	0	False	False	False	False	False	False	False	0
guiliguili	guiliguili	5480	5480.png	body sensation	0	False	False	False	False	False	True	True	0
guiliguilis	guiliguilis	5480	5480.png	body sensation	0	False	False	False	False	False	True	True	0
guillemets	guillemets	3190,3190	3190.png,3190.png	orthographic sign:orthographic sign	0,0	True,True	False,False	False,False	False,False	False,False	False,False	False,False	0,0
guinée	guinée	26876	26876.png	flag,country	0	False	False	False	False	False	False	False	0
guinée équatoriale	guinée équatoriale	26877	26877.png	flag,country	0	False	False	False	False	False	False	False	0
guipuzcoa	guipuzcoa	14760	14760.png	spain province	0	False	False	False	False	False	False	False	0
guirlande	guirlande	3085,3111,7766	3085.png,3111.png,7766.png	decorative item,christmas:decorative item,christmas:decorative item,christmas	0,0,0	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	0,0,0
guirlandes	guirlandes	3085,3111,7766	3085.png,3111.png,7766.png	decorative item,christmas:decorative item,christmas:decorative item,christmas	0,0,0	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	0,0,0
guirlandes de noël	guirlandes de noël	5083	5083.png	decorative item,christmas	0	False	False	False	False	False	False	False	0
guirlandes électriques	guirlandes électriques	5083,5083	5083.png,5083.png	decorative item,christmas:decorative item,christmas	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
guiro	guiro	35461	35461.png	percussion instrument	0	False	False	False	False	False	False	False	0
guiros	guiros	35461	35461.png	percussion instrument	0	False	False	False	False	False	False	False	0
guis	guis	11309,11590	11309.png,11590.png	flower:flower,core vocabulary-living being	0,0	False,False	False,False	False,False	False,True	False,False	False,False	False,False	0,0
guitare	guitare	2417	2417.png	string instrument,fiestas del pilar,core vocabulary-knowledge,core vocabulary-time	0	False	False	False	True	False	False	False	0
guitare basse	guitare basse	36115	36115.png	string instrument	0	False	False	False	False	False	False	False	0
guitare basse électrique	guitare basse électrique	36115	36115.png	string instrument	0	False	False	False	False	False	False	False	0
guitare électrique	guitare électrique	8599,36115	8599.png,36115.png	string instrument:string instrument	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
guitares	guitares	2417	2417.png	string instrument,fiestas del pilar,core vocabulary-knowledge,core vocabulary-time	0	False	False	False	True	False	False	False	0
guitares basses	guitares basses	36115	36115.png	string instrument	0	False	False	False	False	False	False	False	0
guitares basses électriques	guitares basses électriques	36115	36115.png	string instrument	0	False	False	False	False	False	False	False	0
guitares électriques	guitares électriques	8599,36115	8599.png,36115.png	string instrument:string instrument	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
